K,Rem,frictionFactor
0.6,2796.5927104548628,5.294791264639259
0.6,2796.5927104548628,4.521304707434254
0.6,2446.261529396509,5.369472313741887
0.6,2128.077693824362,7.193044875491133
0.6,1909.1944245306736,5.527564658678914
0.6,1857.8851448743706,6.381857368973097
0.6,1730.388683035854,7.044686252058005
0.6,1652.6363051051635,7.083493305633327
0.6,1598.388811347971,6.181312159162817
0.6,1605.823061438229,7.70398257739835
0.6,1520.2642037874205,7.87805700221008
0.6,1534.999406449389,6.427946459800565
0.6,1553.5332401241287,7.467707028229234
0.6,1497.0877114049356,8.367011695981766
0.6,2796.503525751474,5.294885778319513
0.6,2796.503525751474,4.521449982352657
0.6,2446.1211083647554,5.369731110619898
0.6,2127.8944611074417,7.193519978995412
0.6,1908.9691572803965,5.528028442407765
0.6,1857.6066884157228,6.382518168556036
0.6,1730.0686417368543,7.045554046869838
0.6,1652.2726792967408,7.084505014154399
0.6,1597.9810606687572,6.182327469580936
0.6,1605.3519744172013,7.70541308897403
0.6,1519.7600519245213,7.879674602945145
0.6,1534.4365353173914,6.4293925946890935
0.6,1552.9090915614681,7.4695338049908
0.6,1496.4337401662588,8.369192969753124
0.6,2795.635316561817,5.288372920688302
0.6,2795.635316561817,4.524030833357456
0.6,2444.870866937974,5.3690388223080525
0.6,2125.9573005653674,7.2133672246818445
0.6,1906.4228721149877,5.612848952641784
0.6,1856.9384126503285,6.529587754240714
0.6,1737.230075284964,6.888172747103785
0.6,1665.504108757237,6.776138758562804
0.6,1590.7682975011119,6.0870831338429054
0.6,1575.2464380139202,8.041770000049
0.6,1488.6455525499289,7.768758134392935
0.6,1529.1224520690266,6.734460939545143
0.6,1542.4784498043725,7.314370935927482
0.6,1511.9604777506336,8.445150143770187
0.6,2795.430263522226,5.288590054534378
0.6,2795.430263522226,4.524370056150848
0.6,2444.5434091711304,5.369642748292545
0.6,2125.5301935850352,7.2144620457290145
0.6,1905.9061332337585,5.613921441660066
0.6,1856.3048265382233,6.531127076763809
0.6,1736.4988592431314,6.890128973775796
0.6,1664.6597118677898,6.77839019959921
0.6,1589.8248606098932,6.0894103527001695
0.6,1574.1715975319632,8.045247209843401
0.6,1487.496930022812,7.7724924917429075
0.6,1527.8109934961012,6.738011395997554
0.6,1541.0277046165177,7.318567442626293
0.6,1510.4131393152602,8.45031282245797
0.6,2795.153908638957,5.288882741409967
0.6,2795.153908638957,4.524814353410356
0.6,2444.1146538199,5.370429014218244
0.6,2124.974389708916,7.215892253681228
0.6,1905.2315186756232,5.615325317430297
0.6,1855.476122712834,6.5331222785595635
0.6,1735.5520048338085,6.892652793235734
0.6,1663.5715800302198,6.781297496476062
0.6,1588.608250153009,6.092403551602449
0.6,1572.7913246241178,8.04972027329106
0.6,1486.0219524577835,7.7773149797529255
0.6,1526.1207219413916,6.742602444334773
0.6,1539.1558061284024,7.32398687505472
0.6,1508.4195627694364,8.456964156840574
0.6,2786.658782049978,5.272215229134735
0.6,2786.658782049978,4.553281189963005
0.6,2432.818674356487,5.4771150612499575
0.6,2126.876450960978,6.680736588212241
0.6,1916.5014479279341,6.598811888584284
0.6,1800.7549307411025,6.6635565995690165
0.6,1723.4251260448852,6.535589698011826
0.6,1667.8767535121033,6.97743825542744
0.6,1568.6197920572272,6.287649187289596
0.6,1568.2481017295272,7.862392755413031
0.6,1496.9148682426296,7.631762264957829
0.6,1517.3595753928769,6.906777888413768
0.6,1527.2728206204733,7.304770960111475
0.6,1505.7859356302097,8.431366933470722
0.6,2786.2588775233376,5.272638845962628
0.6,2786.2588775233376,4.553923607834529
0.6,2432.2057716447216,5.478250037656282
0.6,2126.0896769248147,6.682622755620222
0.6,1915.5358205990556,6.6011826290570506
0.6,1799.600714664299,6.6664993915645425
0.6,1722.0676911354533,6.539061410543312
0.6,1666.297169638141,6.981757628181362
0.6,1566.889140829146,6.29210554179014
0.6,1566.2678572189095,7.8686991306901
0.6,1494.7765307433085,7.638582852031173
0.6,1514.9453213627023,6.91357135191593
0.6,1524.5993465300937,7.312586653938299
0.6,1502.9196567355627,8.440949504670023
0.6,2785.796828544851,5.273128443531336
0.6,2785.796828544851,4.5546638328750015
0.6,2431.499938215631,5.479581298820918
