,genotype,fitness,tree_depth,original_phenotype,mapping_values,phenotype,opt_const,fitness val,other_info,optimized
0,"[[0], [0], [0, 2], [3, 2, 3], [2, 2], [2, 2], [1, 0, 0], [1, 0]]",0.7941211064680972,7,Constant*(x[1]**Constant)*(x[0]**Constant),"[1, 1, 2, 3, 1, 2, 3, 2]",22.658093772581065*(x[1]**-0.2408225661867915)*(x[0]**-1.1491987935379886),[22.65809377 -0.24082257 -1.14919879],0.8044462152273008,"{'fitness 25': 0.7369400846179347, 'fitness 53': 0.9178058477431319, 'fitness 74': 0.7276173870432251, 'fitness 102': 0.8044462152273008}",True
1,"[[0], [2], [0], [2, 3], [1], [3, 2], [1, 0, 0], [0, 1]]",0.7941212754221039,7,(((Constant/x[0])**Constant)*x[1]**Constant),"[1, 1, 1, 2, 1, 2, 3, 2]",(((15.09613852843479/x[0])**1.1493138980222342)*x[1]**-0.24074043383151167),[15.09613853  1.1493139  -0.24074043],0.8045654716792038,"{'fitness 25': 0.7368356771071372, 'fitness 53': 0.9178387859388057, 'fitness 74': 0.7276893632203688, 'fitness 102': 0.8045654716792038}",True
2,"[[0], [1], [2, 1], [3, 0, 3], [2, 0, 1, 2, 2], [3, 2, 0, 3, 2, 0, 0], [1, 0, 1, 1, 0, 1, 1, 0], [0, 1, 0, 0]]",0.848531499378305,7,((Constant**Constant)/(x[0]*Constant+Constant/x[1])),"[1, 1, 2, 3, 2, 4, 5, 2]",((-1.4077956217158678**2.2755808406572138)/(x[0]*-0.6735913544356582+96.90674728322259/x[1])),[-1.40779562  2.27558084 -0.67359135 96.90674728],1.0854660511807506,"{'fitness 25': 0.7602715360194074, 'fitness 53': 0.9498655122444772, 'fitness 74': 0.8354574498710301, 'fitness 102': 1.0854660511807506}",True
3,"[[0], [0], [0, 1], [1, 1, 0, 3], [1, 2, 1, 2, 2, 0], [3, 2, 0, 3, 2, 0, 0, 2, 0, 2], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [1, 0, 0, 0]]",0.9110391662116467,7,((Constant/Constant)*x[1])+((Constant/x[0])*Constant)+(Constant+Constant*x[0]+x[0]),"[1, 1, 2, 4, 6, 9, 10, 4]",((-0.23534757717993252/1438.2729600892071)*x[1])+((-0.7271922190536484/x[0])*-6.196639319686718)+(-1.1834080070379391+-0.40702565753543524*x[0]+x[0]),"[-2.35347577e-01  1.43827296e+03 -7.27192219e-01 -6.19663932e+00
 -1.18340801e+00 -4.07025658e-01]",1.029254809105052,"{'fitness 25': 0.8366099492333726, 'fitness 53': 1.0303177363527964, 'fitness 74': 0.8661898130487709, 'fitness 102': 1.029254809105052}",True
4,"[[0], [1], [2, 1], [3, 2, 1], [2, 2, 0], [3, 0, 0, 1], [1, 0, 0, 0, 1], [0, 0, 0]]",0.9720617718268647,7,((Constant**Constant)/((x[0]**Constant)+(x[0]+x[0]-Constant))),"[1, 1, 2, 3, 3, 4, 5, 3]",((0.5595602538254463**-2.734027365627124)/((x[0]**-0.21678426808805684)+(x[0]+x[0]-1.528223061476994))),[ 0.55956025 -2.73402737 -0.21678427  1.52822306],1.1103164045082152,"{'fitness 25': 0.897970673080726, 'fitness 53': 1.083590879604167, 'fitness 74': 0.934623762795701, 'fitness 102': 1.1103164045082152}",True
5,"[[0], [0], [0, 1], [2, 2, 0, 2], [2, 1, 2, 0, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0]]",0.972639987181482,7,(Constant**Constant)*((Constant/x[0])**Constant)+(x[0]*x[0]+Constant-(Constant**Constant)),"[1, 1, 2, 4, 5, 6, 7, 3]",(0.37944610292857694**-2.3726357345889353)*((0.8327933681707472/x[0])**0.6719871162112473)+(x[0]*x[0]+-2.0922334505324125-(2.7784942108752837**1.4676792768758844)),"[ 0.3794461  -2.37263573  0.83279337  0.67198712 -2.09223345  2.77849421
  1.46767928]",1.110897491199967,"{'fitness 25': 0.8991810856465701, 'fitness 53': 1.0832194350598443, 'fitness 74': 0.9355194408380314, 'fitness 102': 1.110897491199967}",True
6,"[[0], [1], [1, 2], [1, 0, 3], [2, 0, 1, 1], [2, 2, 1, 2, 2, 3, 2, 0], [1, 0, 0, 1, 0, 1, 1, 0], [0, 0, 0, 0]]",0.9727264460278958,7,(((Constant*x[0]*x[0])-(Constant*x[0])*(Constant/Constant))*(x[0]**Constant)),"[1, 1, 2, 3, 4, 7, 8, 4]",(((3.5910518518985857*x[0]*x[0])-(-0.20376181820175562*x[0])*(-1.8878462315505422/1.560478801337952))*(x[0]**-3.307791863713563)),[ 3.59105185 -0.20376182 -1.88784623  1.5604788  -3.30779186],1.1111865072505287,"{'fitness 25': 0.8986328463019653, 'fitness 53': 1.0831203714085693, 'fitness 74': 0.936426120373153, 'fitness 102': 1.1111865072505287}",True
7,"[[0], [0], [1, 3], [1, 0, 1, 3], [0, 0, 0, 1, 1, 2], [3, 3, 0, 2, 1, 1, 3, 0, 3, 2], [1, 0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 0]]",0.9730196785958913,7,((Constant/x[0]/x[0]+Constant)*x[0]-x[0]-(Constant/Constant))+Constant,"[1, 1, 2, 2, 4, 8, 9, 4]",((4.508652743473035/x[0]/x[0]+1.408494428532737)*x[0]-x[0]-(0.6376696951710036/2.0880677362152382))+-1.2660548006906578,[ 4.50865274  1.40849443  0.6376697   2.08806774 -1.2660548 ],1.110359521511146,"{'fitness 25': 0.9014427010318035, 'fitness 53': 1.0823095444260247, 'fitness 74': 0.9353067903298458, 'fitness 102': 1.110359521511146}",True
8,"[[0], [0], [0, 1], [2, 3, 0, 2], [2, 1, 2, 0], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0]]",0.9731878647477844,7,(Constant**Constant)*Constant/((x[0]+Constant)*x[0]+(Constant-Constant**Constant)),"[1, 1, 2, 4, 4, 6, 7, 2]",(0.2135160844349474**-0.5739492404852384)*5.649430532728167/((x[0]+3.0750739500012836)*x[0]+(0.9281658744163168-1.9857253290224015**-0.11658732531746573)),"[ 0.21351608 -0.57394924  5.64943053  3.07507395  0.92816587  1.98572533
 -0.11658733]",1.1115228674711999,"{'fitness 25': 0.8995216550714172, 'fitness 53': 1.0829526080186287, 'fitness 74': 0.9370893311533075, 'fitness 102': 1.1115228674711999}",True
9,"[[0], [2], [0, 2], [1, 1, 2, 2], [2, 1, 2, 0], [3, 2, 3, 0, 3], [1, 0, 0, 1, 1, 0], [0, 0, 0]]",0.9731907681789728,7,((Constant/(x[0]*x[0]))/(Constant+Constant/x[0])**Constant),"[1, 1, 1, 2, 4, 5, 6, 3]",((1.6743134829987933/(x[0]*x[0]))/(0.10962325475975056+0.3823263842195603/x[0])**0.98141344653159),[1.67431348 0.10962325 0.38232638 0.98141345],1.111471820683505,"{'fitness 25': 0.899916655356543, 'fitness 53': 1.0828332732612496, 'fitness 74': 0.9368223759191261, 'fitness 102': 1.111471820683505}",True
10,"[[0], [1], [2, 1], [3, 0, 3], [2, 1, 2, 0], [2, 2, 2, 1], [0, 1, 0, 1, 1, 0], [0, 0, 0]]",0.9733129594706962,7,((x[0]**Constant)*(Constant*(x[0]*Constant)-Constant)),"[1, 1, 2, 3, 2, 4, 5, 2]",((x[0]**-1.0584728347825576)*(-0.4283018576677458*(x[0]*1.4081033265757503)--3.9672280780181333)),[-1.05847283 -0.42830186  1.40810333 -3.96722808],1.111821323844057,"{'fitness 25': 0.8997963306973075, 'fitness 53': 1.0829637370711502, 'fitness 74': 0.9371788106436307, 'fitness 102': 1.111821323844057}",True
11,"[[0], [0], [0, 1], [1, 1, 1, 3], [2, 0, 0, 1, 1, 2], [2, 3, 0, 2, 0, 1, 3, 0, 0, 2], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",0.9734642609948388,7,(Constant*Constant/x[0])+(Constant*x[0]+(Constant-Constant))/(((Constant+x[0])+x[0])*Constant),"[1, 1, 2, 4, 6, 10, 11, 4]",(1.4408001046652026*1.6085781527122025/x[0])+(-1.7030744439004548*x[0]+(2.8351052448026928--1.1047032555290601))/(((-0.056577553387513066+x[0])+x[0])*1.093074282113305),"[ 1.4408001   1.60857815 -1.70307444  2.83510524 -1.10470326 -0.05657755
  1.09307428]",1.1124290113907949,"{'fitness 25': 0.8990014238837816, 'fitness 53': 1.0832798202202591, 'fitness 74': 0.9381115388804758, 'fitness 102': 1.1124290113907949}",True
12,"[[0], [1], [1, 3], [2, 2], [0, 2], [1, 1, 3], [1, 0, 1, 0], [0, 0]]",0.9734661929178006,7,(((Constant-x[0]**Constant)-(Constant**Constant))/x[0]),"[1, 1, 2, 2, 2, 3, 4, 2]",(((3.1651632079982606-x[0]**0.8454024205358981)-(-1.403128903215085**0.5560065812722076))/x[0]),[ 3.16516321  0.84540242 -1.4031289   0.55600658],1.1139035411254279,"{'fitness 25': 0.8963228674642251, 'fitness 53': 1.0842088839851858, 'fitness 74': 0.9398668273039908, 'fitness 102': 1.1139035411254279}",True
13,"[[0], [2], [0, 1], [1, 1, 2, 2], [2, 1, 0, 2], [3, 2, 1, 1, 3, 2], [1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1]]",0.9734810872887878,7,((Constant/(Constant*x[0]))-(x[0]-x[0]/x[1])**Constant),"[1, 1, 1, 2, 4, 5, 6, 4]",((1.1878014636330112/(0.27165704855229456*x[0]))-(x[0]-x[0]/x[1])**-0.15271418262648634),[ 1.18780146  0.27165705 -0.15271418],1.1136462533306681,"{'fitness 25': 0.8967116772214418, 'fitness 53': 1.084117221457232, 'fitness 74': 0.9396143631876894, 'fitness 102': 1.1136462533306681}",True
14,"[[0], [1], [1, 2], [1, 0, 3], [2, 1, 0, 0], [0, 1, 2, 3, 0, 2, 2], [1, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0]]",0.9737115474857326,7,(((Constant+(x[0]-x[0]))*Constant/x[0]+Constant*Constant)*(Constant**Constant)),"[1, 1, 2, 3, 4, 7, 8, 3]",(((2.9209157638981655+(x[0]-x[0]))*2.880557261215826/x[0]+-1.9784104705825132*0.8829580915162824)*(1.6672412724326529**-1.3317807525443126)),[ 2.92091576  2.88055726 -1.97841047  0.88295809  1.66724127 -1.33178075],1.1141513474325935,"{'fitness 25': 0.8962177720376385, 'fitness 53': 1.0845145784343255, 'fitness 74': 0.9404022919852341, 'fitness 102': 1.1141513474325935}",True
15,"[[0], [0], [3, 1], [1, 1, 1, 3], [2, 0, 0, 2, 1, 2], [2, 3, 0, 2, 3, 1, 3, 0, 1, 2], [1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1]]",0.9737115890960273,7,Constant*((Constant/x[0]+Constant)*(x[0]/x[0]-Constant)),"[1, 1, 2, 2, 4, 6, 7, 3]",1.2405248466111016*((1.4953583518301623/x[0]+-0.31056726579114663)*(x[0]/x[0]--1.2961875783314192)),[ 1.24052485  1.49535835 -0.31056727 -1.29618758],1.114172609950485,"{'fitness 25': 0.8961945315128411, 'fitness 53': 1.08451745526813, 'fitness 74': 0.9404227805071105, 'fitness 102': 1.114172609950485}",True
16,"[[0], [1], [1, 2], [1, 0, 3], [2, 1, 2, 2], [0, 0, 2, 3, 0], [1, 0, 0, 1, 0, 1], [0, 0, 0]]",0.9737115909123008,7,(((Constant+(x[0]+x[0]))*Constant/x[0])+(Constant**Constant)),"[1, 1, 2, 3, 4, 5, 6, 3]",(((6.258957290156632+(x[0]+x[0]))*0.6805617225284433/x[0])+(-2.6657195123941606**0.8251846517495224)),[ 6.25895729  0.68056172 -2.66571951  0.82518465],1.114134517718056,"{'fitness 25': 0.8962446030257353, 'fitness 53': 1.084504630568445, 'fitness 74': 0.9403855391427218, 'fitness 102': 1.114134517718056}",True
17,"[[0], [1], [1, 2], [1, 1, 1, 3], [2, 2, 0, 1, 1, 2], [3, 0, 2, 3, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1]]",0.9737116791052962,7,(((Constant/x[0])+(x[0]*Constant/(x[0]+Constant)))+(((x[1]-x[1])+Constant)**Constant)),"[1, 1, 2, 3, 6, 8, 9, 5]",(((4.253337564269303/x[0])+(x[0]*-1.8553169124763875/(x[0]+0.0028557971378814955)))+(((x[1]-x[1])+1.866117895345134)**-0.04605616352699702)),"[ 4.25333756e+00 -1.85531691e+00  2.85579714e-03  1.86611790e+00
 -4.60561635e-02]",1.1143148837373575,"{'fitness 25': 0.8959971295731232, 'fitness 53': 1.0845752212038755, 'fitness 74': 0.9405626865388896, 'fitness 102': 1.1143148837373575}",True
18,"[[0], [1], [2, 1], [3, 2, 3], [2, 2], [3, 0], [1, 0, 0], [0, 0]]",0.9739755319264572,7,((Constant**Constant)/((x[0]**Constant)+x[0])),"[1, 1, 2, 3, 1, 2, 3, 2]",((0.5522705762603196**-3.205009880483925)/((x[0]**1.400633463902874)+x[0])),[ 0.55227058 -3.20500988  1.40063346],1.1108230427577512,"{'fitness 25': 0.904471713919918, 'fitness 53': 1.0827015593247484, 'fitness 74': 0.9347533225347056, 'fitness 102': 1.1108230427577512}",True
